communityName,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,medIncome,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctUnemployed,PctEmploy,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,ViolentCrimesPerPop,nonViolPerPop
Gaffneycity,SC,13145,2.61,16.78,28.54,15.37,13.47,21515,10712,2656,20.75,21.41,9.29,57.35,1,6.25,3,18.75,20,124.99,39,243.73,162,1012.44,393.73,3049.81
DesMoinescity,WA,17283,2.45,10.87,27.8,12.06,13.15,32145,16778,1181,7.42,3.91,4.22,63.81,0,0,42,219.67,39,203.97,27,141.21,191,998.95,564.85,4979.08
Radfordcity,VA,15940,3.06,41.84,57.65,49.62,7.97,19487,9704,4152,32.21,11.84,6.07,44.64,0,0,4,25.08,3,18.81,51,319.81,59,369.98,363.7,2627.45
Bristoltown,RI,21625,2.9,17.15,29.94,17.41,14.68,34165,14108,1152,5.8,18.95,7.24,61.05,0,0,0,0,0,0,25,116.1,72,334.37,116.1,1736.87
Ridgewoodvillage,NJ,24152,2.89,13.64,22.18,10.86,11.06,75221,34752,502,2.1,2.37,3.11,64.33,0,0,4,16.17,9,36.38,7,28.29,62,250.6,80.84,1240.86
Enniscity,TX,13883,3,14.88,27.28,12.84,11.73,25679,10459,2220,16.54,18.52,6.75,59.92,5,34.31,1,6.86,6,41.18,26,178.44,168,1152.98,260.79,4879.56
Wauwatosacity,WI,49366,2.49,10.24,21.23,8.72,16.66,40041,19065,1558,3.29,4.53,2.26,62.35,3,6.24,6,12.48,59,122.72,12,24.96,372,773.74,166.4,
HarperWoodscity,MI,14903,2.27,8.56,19.67,8.06,24.63,33098,16920,653,4.42,7.82,4.24,52.93,0,0,,,43,299.82,21,146.42,78,543.86,,14440.11
Ardmorecity,OK,23079,2.49,13.15,23.15,10.3,16.92,20463,12331,4906,22.03,10.49,7.81,52.64,3,12.64,4,16.85,38,160.07,127,534.96,662,2788.54,724.52,9448.19
NewOrleanscity,LA,496938,2.64,15.53,28.67,14.45,11.67,18477,11372,152042,31.63,13.24,12.41,50.77,395,80.35,298,60.62,5179,1053.46,4152,844.56,11184,2274.93,2038.98,
Prichardcity,AL,34311,3.09,18.76,29.24,14.23,10.16,11576,5820,14824,44.08,17.48,17.87,44.58,7,20.88,36,107.36,352,1049.77,605,1804.3,1626,4849.24,2982.31,
MontereyParkcity,CA,60738,3.11,13.89,28.54,14.13,12.85,32605,13290,9900,16.42,16.24,6.15,55.44,6,10.31,9,15.46,296,508.49,209,359.03,758,1302.14,893.29,4078.2
Downeycity,CA,91444,2.77,14,28.25,13.72,12.31,36991,16696,7189,8.05,8.96,5.43,62.73,3,2.99,28,27.89,319,317.76,167,166.35,827,823.78,514.99,3743.36
Hopewellcity,VA,23101,2.56,14.05,27.69,13.25,11.83,26934,11897,3264,14.41,12.64,7.2,60.04,2,8.1,12,48.58,41,166,120,485.85,230,931.21,708.53,5299.81
Wakefieldtown,MA,24825,2.67,11.38,24.48,11.5,13.95,43960,19009,1025,4.16,4.36,6.39,65.88,0,0,3,11.66,6,23.31,9,34.97,140,543.96,69.94,2121.46
Edmondcity,OK,52315,2.79,15.61,28.32,13.89,6.07,37644,17215,3730,7.33,2.53,3.89,70.3,1,1.62,13,21.1,21,34.09,64,103.9,375,608.78,160.72,3298.75
Waynecity,MI,19899,2.79,14.58,27.85,13.2,10.82,31250,12996,1831,9.58,9.34,7.4,59.05,1,5.16,,,58,299,111,572.22,194,1000.1,,6088.26
Weymouthtown,MA,54063,2.6,11.77,27.13,12.98,12.43,41586,18392,2201,4.13,2.94,5.56,68.03,1,1.8,6,10.77,22,39.5,217,389.64,339,608.71,441.72,2813.69
Mobilecity,AL,196278,2.6,15.09,27.92,13.99,12.37,22446,12509,42838,22.43,9,9.13,55.14,42,20.37,122,59.18,1186,575.34,870,422.05,4884,2369.29,1076.95,7955.35
Andovercity,MN,15216,3.43,16.73,28.64,12.22,1.66,46515,15464,553,3.64,2.64,5.2,79.35,0,0,,,3,14.86,16,79.26,186,921.43,,2907.96
Gadsdencity,AL,42523,2.43,13.85,24.64,12.79,18.57,19187,10772,8502,20.44,16.03,8.36,47.01,9,19.18,40,85.24,187,398.51,790,1683.54,974,2075.65,2186.47,
Rutlandcity,VT,18230,2.42,11.72,25.35,12.55,15.23,25434,12984,2125,12.1,8.55,6.24,59.67,1,5.67,9,51.02,1,5.67,13,73.7,186,1054.48,136.06,
Appletoncity,WI,56177,2.62,13.79,27.16,12.77,11.21,32375,14921,3844,7.09,7.29,3.85,66.56,2,2.85,9,12.83,11,15.68,23,32.78,372,530.25,64.14,3807.28
Portagecity,MI,41042,2.65,14.01,26.19,12.25,7.9,39045,17602,1720,4.21,2.73,3.99,71.18,0,0,,,19,44.43,90,210.46,278,650.09,,5240.51
Terrellcity,TX,12490,3,15.14,27.04,13.39,13.28,21633,9661,2708,23.22,13.58,10.18,51.95,3,22.6,13,97.93,39,293.79,58,436.91,202,1521.66,851.22,6410.55
Kerrvillecity,TX,17384,2.44,11.9,20.75,10.71,25.51,22186,13221,2445,15.11,12.56,6.59,45.42,0,0,3,15.5,11,56.85,33,170.54,151,780.36,242.89,4382.43
Barnegattownship,NJ,12235,2.94,14.66,24.59,10.53,12.81,36469,13115,655,5.43,6.01,5.46,58.32,0,0,2,15.87,0,0,11,87.31,29,230.18,103.18,1690.61
Columbiacity,SC,98052,2.89,21.95,39.87,25.32,10.63,23216,12210,16652,21.17,9.23,5.87,59.96,22,21.06,94,89.99,666,637.58,1422,1361.33,2090,2000.82,2109.96,9737.98
Cloviscity,CA,50323,2.76,14.74,29.59,13.43,7.21,31699,13160,5173,10.34,6.78,5.79,68.5,2,3.3,17,28.06,69,113.89,156,257.49,718,1185.13,402.75,4874.22
Owossocity,MI,16322,2.52,14.78,27.86,13.49,12.55,23220,11545,2535,15.71,7.52,12.21,57.4,0,0,,,5,29.92,77,460.77,112,670.22,,3482.74
NewSmyrnaBeachcity,FL,16543,2.1,7.94,15.9,7.56,31.81,23630,14501,2286,14.01,5.99,6.83,40.35,2,11.08,7,38.78,25,138.51,67,371.21,228,1263.23,559.59,4770.35
Danburytown,CT,65585,2.72,13.01,28.95,13.89,10.16,43832,19300,3599,5.76,10.08,5.4,67.83,1,1.55,12,18.55,71,109.78,88,136.06,546,844.22,265.95,5201.39
Lexingtoncity,NC,16581,2.37,14.05,25.8,13.25,15.8,21011,11672,3047,18.55,18.6,6.12,60.68,2,10.6,9,47.69,49,259.63,131,694.11,443,2347.27,1012.03,7900.17
Mundytownship,MI,11511,2.75,14.78,26.35,12.8,8.7,43937,17355,433,3.77,4.83,5.94,63.95,0,0,,,6,50.73,19,160.65,75,634.14,,4083.88
Columbuscity,OH,632270,2.46,15.17,34.21,17.87,8.22,26630,13143,105494,17.26,5.66,5.91,65.59,105,16.44,658,103.02,3887,608.55,2496,390.78,13055,2043.9,1118.78,7860.14
Haverhillcity,MA,51418,2.63,12.13,27.84,12.58,12.17,36945,15464,4418,8.83,8.5,7.13,63.41,0,0,22,41.31,58,108.92,225,422.53,773,1451.62,572.76,4499.45
Commercecity,CA,12135,3.73,18.98,33.35,16.88,9.05,27415,9023,2100,17.53,36.03,11.48,53.7,1,8.05,8,64.42,136,1095.18,176,1417.3,252,2029.31,2584.96,13802.54
Alpenacity,MI,11354,2.41,13.26,23.23,10.89,16.88,20472,11451,1512,13.45,11.96,9.29,51.64,0,0,,,2,17.62,15,132.18,103,907.65,,5340.15
Elizabethtowncity,KY,18167,2.48,13.64,27.11,12.64,12.92,23420,12955,2584,14.7,13.85,6.32,58.75,0,0,2,10.24,13,66.53,73,373.61,149,762.58,450.38,4601.05
Oxnardcity,CA,142216,3.62,16.52,31.94,15.84,7.12,37174,12096,17608,12.52,23.66,6.71,66.44,16,10.91,55,37.52,464,316.52,908,619.39,1615,1101.67,984.34,4941.47
Bellefontainecity,OH,12142,2.55,15.15,28.5,14.02,11.75,25221,11554,1609,13.44,6.56,7.89,60.6,0,0,8,63,5,39.38,20,157.51,73,574.89,259.88,3016.22
Winchestercity,VA,21947,2.42,13.15,28.4,14.54,13.71,26086,14214,2364,11.3,14.9,4.77,64.7,0,0,10,41.61,24,99.85,137,570,216,898.69,711.46,7368.42
RichmondHeightscity,MO,10448,2.21,9.66,27.16,11.09,14.94,32237,21799,764,7.31,6.38,4.17,66.87,0,0,2,18.97,37,350.94,40,379.4,71,673.43,749.31,12349.43
DanaPointcity,CA,31896,2.51,11.79,26.16,12.63,9.11,54516,27986,2264,7.17,3.37,3.82,70.04,2,5.95,13,38.66,35,104.1,123,365.82,372,1106.39,514.53,3967.52
Houstoncity,TX,1630553,2.64,14.4,30.53,14.73,7.54,26261,14261,332974,20.74,14.21,8.18,63.67,446,25.72,1109,63.94,,,,,27022,1558.06,,6784.1
Danverstown,MA,24174,2.74,11.56,24.23,11.54,12.83,43759,18776,1077,4.59,4.2,5.29,66.93,0,0,1,3.91,9,35.15,60,234.36,161,628.86,273.42,4886.34
Greenwoodcity,MS,18906,2.69,15.46,26.8,12.32,14.39,15938,10749,6923,37.31,21.36,11.24,49.22,4,21.07,10,52.68,46,242.33,33,173.85,772,4067.01,489.94,11189.55
ClevelandHeightscity,OH,54052,2.57,13.84,26.73,12.78,10.88,36043,18228,4482,8.46,3.61,4.81,65.22,0,0,1,1.86,28,52.2,2,3.73,131,244.2,57.79,2464.39
Cambridgecity,MA,95802,2.43,16.46,37.35,21.42,9.16,33140,19879,8794,10.7,7.09,5.15,64.75,2,2.13,27,28.77,253,269.58,643,685.14,929,989.88,985.62,5843.37
Dunkirkcity,NY,13989,2.48,13.4,24.92,12.38,17.24,20742,10172,2593,18.67,12.6,11.19,52.03,0,0,3,21.62,13,93.69,20,144.13,106,763.91,259.44,4533.01
NorthHuntingdontownship,PA,28158,2.76,13.69,23.25,11.6,13.24,32066,13405,1479,5.32,6.09,6.27,57.38,0,0,1,3.49,7,24.44,21,73.32,76,265.36,101.26,1386.17
NewBritaintown,CT,75491,2.5,13.43,30.11,15.54,15.26,30121,14715,9289,12.8,15.44,7.84,60.21,4,5.72,21,30.05,215,307.64,269,384.91,1083,1549.64,728.32,6652.17
Springvillecity,UT,13950,3.33,18,30.75,14.39,9.41,25341,9512,1797,12.97,2.54,4.52,60.48,0,0,13,80.66,3,18.61,25,155.12,77,477.76,254.39,3623.5
Athenscity,OH,21265,3.67,48.66,69.67,61.34,4.91,14350,7915,6036,44.66,3.9,8.54,43.09,1,4.7,9,42.31,10,47.01,31,145.73,70,329.07,239.75,2848.82
VestaviaHillscity,AL,19749,2.56,12.75,21.28,10.31,14.36,49858,25940,505,2.59,1.47,2.54,61.21,0,0,0,0,7,34.98,0,0,40,199.86,34.98,
Hilltowntownship,PA,10582,2.97,12.97,23.99,11.1,9.22,44717,17091,326,3.11,4.83,1.98,71.57,0,0,2,18.59,0,0,4,37.17,42,390.3,55.76,2090.88
Baltimorecity,MD,736014,2.66,13.23,27.66,13.55,12.39,24045,11994,156284,21.87,14.81,9.16,55.11,353,49.56,668,93.79,12376,1737.69,8548,1200.21,17901,2513.45,3081.26,9901.59
ElCerritocity,CA,22869,2.3,8.57,20.18,9.56,19.73,39538,21854,1178,5.17,3.56,3.64,59.24,1,4.41,8,35.32,139,613.61,58,256.04,336,1483.25,909.37,7323.53
Watertowncity,WI,12388,2.8,15.46,29.25,15.68,12.48,26873,11458,1277,10.81,15.8,3.9,65.66,0,0,5,23.98,9,43.16,8,38.36,116,556.27,105.5,3879.54
Elgincity,IL,77010,2.87,13.77,29.21,13.4,9.34,35554,13929,5841,7.83,12.01,5.37,69.12,8,9.79,,,104,127.31,254,310.92,763,933.98,,4158.25
McAllencity,TX,84021,3.37,18.82,30.81,15.39,9.52,22068,9814,27236,32.75,31,10.26,53.28,8,8.24,28,28.84,135,139.04,547,563.38,2083,2145.37,739.5,11503.4
Olympiacity,WA,33840,2.26,12.81,25.73,12.75,12.81,27785,15502,4316,13.01,3.26,6.69,61.55,0,0,33,81.73,37,91.63,60,148.6,313,775.17,321.96,6939.42
Fairfieldtown,CT,53418,2.76,14,24.96,14.22,15.01,55752,26895,1837,3.61,5.24,4.16,61.91,3,5.53,1,1.84,35,64.54,,,506,933.1,,3813.53
Ringwoodborough,NJ,12623,3.19,14.79,25.61,12.91,5.56,60026,22273,218,1.74,1.94,5.57,73.27,0,0,1,7.51,0,0,1,7.51,31,232.96,15.03,1059.59
NorthLauderdalecity,FL,26506,2.92,14.05,30.97,13.46,6.13,36297,13440,1759,6.68,5.18,5.04,74.42,1,3.59,3,10.78,38,136.54,81,291.04,310,1113.87,441.95,4915.38
NewBraunfelscity,TX,27334,2.73,14.16,25.06,12.17,15.71,26409,11777,3960,14.93,18.05,5.93,56.78,1,3.15,5,15.75,22,69.32,520,1638.36,264,831.78,1726.58,5293.17
YorbaLindacity,CA,52422,3.13,14.64,24.72,11.74,4.73,67892,25791,993,1.9,2.04,2.72,75.99,0,0,5,8.09,20,32.36,64,103.55,249,402.87,144,2103.36
Bloomfieldtownship,NJ,45061,2.44,10.59,24.97,11.61,16.34,39822,18722,2549,5.72,8.61,5.57,63.87,0,0,3,6.56,96,209.9,72,157.42,449,981.7,373.88,4309.42
LauderdaleLakescity,FL,27341,2.29,10.47,22.1,10.09,27.04,20731,11295,3812,14.17,11.42,7.49,49.28,3,10.69,21,74.82,159,566.5,183,652.01,331,1179.32,1304.02,6160.26
Winonacity,MN,25399,2.72,25.2,39.16,28.26,13.71,22497,10756,3772,17.15,11.45,6.14,58.98,0,0,,,2,7.73,11,42.52,127,490.9,,5755.48
HoffmanEstatesvillage,IL,46561,2.92,14.01,29.01,12.82,3.91,49475,19072,936,2.02,3.29,2.86,77.95,0,0,,,23,48.31,51,107.13,226,474.72,,2604.66
GooseCreekcity,SC,24692,3.34,13.96,30.62,11.34,1.98,30007,9935,2209,8.96,3.97,2.85,71.79,1,3.63,6,21.8,7,25.44,50,181.68,100,363.36,232.55,2405.44
Medfordcity,OR,46951,2.49,12.53,24.15,11.38,15.22,25677,13791,6654,14.42,5.93,7.01,57.52,1,1.87,35,65.36,39,72.83,206,384.7,639,1193.32,524.76,8117.95
PinellasParkcity,FL,43426,2.39,10.77,23.15,10.32,20.76,26109,12734,3948,9.28,7.65,4.17,57.15,2,4.37,22,48.08,60,131.13,117,255.7,554,1210.77,439.29,6521.55
Bethanycity,OK,20075,2.61,15.67,27.79,15.03,11.06,27235,12390,1628,8.67,5.08,6.17,63.87,0,0,3,14.93,7,34.84,21,104.53,188,935.84,154.31,4514.91
Mustangcity,OK,10434,2.99,16.92,28.61,12.86,4.48,36512,12784,399,3.86,4.25,4.37,72.18,0,0,6,51.51,0,0,14,120.19,64,549.45,171.7,2841.69
Secaucustown,NJ,14061,2.61,11.02,24.24,11.9,15.11,51814,22884,689,5.18,9.55,3.87,61.4,0,0,5,32.36,16,103.57,21,135.93,79,511.36,271.86,6964.85
Comptoncity,CA,90454,4.05,18.39,33.51,16.8,5.42,24971,7842,24460,27.5,25.38,14.33,50.57,62,63.94,75,77.35,969,999.36,998,1029.27,1601,1651.16,2169.92,5011.24
Salisburycity,NC,23087,2.52,14.89,25.94,14.88,18.16,24081,12953,3277,15.58,11.71,4.31,54.78,7,24.74,11,38.88,108,381.75,192,678.66,852,3011.56,1124.03,9154.85
Lawrencecity,IN,26763,2.52,12.23,29.29,12.26,8.16,29652,14011,1944,7.44,5.09,4.76,71.73,1,3.65,8,29.18,57,207.9,4,14.59,250,911.84,255.32,3490.54
Trentoncity,MI,20586,2.62,13.01,23.46,11.7,13.04,41129,17341,858,4.21,5.57,4.54,60.04,0,0,,,3,15.07,15,75.34,47,236.07,,2024.21
Salisburycity,MD,20592,2.52,16.77,34.11,19.16,11.52,24712,12393,3303,17.05,10.6,5.75,63.5,1,4.47,31,138.62,111,496.36,351,1569.56,556,2486.25,2209.01,11255.2
LakeCitycity,FL,10005,2.56,13.25,24.5,11.54,18.31,18619,10086,2352,24.78,13.46,8.15,49.25,1,9.81,5,49.07,33,323.88,177,1737.17,275,2698.99,2119.93,13023.85
CapeGirardeaucity,MO,34438,2.56,19.25,34.09,21.85,12.67,22634,12254,5685,18.04,11.47,6.44,59.54,2,5.52,10,27.59,42,115.87,66,182.07,266,733.81,331.04,5892.58
McMinnvillecity,TN,11194,2.36,12.83,24.88,12.32,17.46,17058,9752,2260,20.8,24.59,7.05,54.54,1,8.14,6,48.83,8,65.1,108,878.91,195,1586.91,1000.98,6331.38
OakHarborcity,WA,17176,2.88,13.62,33.81,14.94,6.45,25556,11252,1433,8.4,4.32,5.35,66.64,0,0,11,57.85,1,5.26,7,36.81,56,294.52,99.93,3355.42
Cinnaminsontownship,NJ,14583,3.06,13.76,23.73,12.6,12.6,51129,19389,339,2.34,4.97,4.1,63.29,1,6.7,2,13.4,22,147.39,12,80.4,94,629.77,247.89,2994.77
Lakewoodcity,CA,73557,2.82,12.55,25.05,11.36,11.56,44700,17446,3559,4.87,5.49,4.33,65.69,3,3.76,22,27.56,274,343.29,489,612.67,697,873.27,987.28,5192.01
GrossePointeFarmscity,MI,10092,2.63,11.05,17.45,8.44,15.76,66844,40584,134,1.33,1.52,2.86,55.72,0,0,,,4,39.2,11,107.79,21,205.78,,2439.98
TwoRiverscity,WI,13030,2.52,13.2,23.98,11.36,14.81,25710,12319,1176,9.09,10.43,4.57,62.12,0,0,0,0,2,15.04,4,30.09,48,361.07,45.13,2858.43
Claytoncity,MO,13874,2.58,25.03,39.16,26.34,11.06,44218,31122,504,4.57,1.23,2.74,59.07,0,0,0,0,19,137.44,30,217.01,137,991.03,354.46,4730.9
Romecity,GA,30326,2.53,14.75,26.2,13.88,15.94,21078,11973,5347,18.65,17.74,7.38,53.97,6,18.84,6,18.84,94,295.2,494,1551.36,807,2534.31,1884.24,9160.57
Altoonacity,PA,51881,2.51,13.93,24.78,12.31,16.8,20695,10398,9218,18.03,9.35,8.18,51.99,0,0,16,30.41,40,76.02,107,203.35,417,792.5,309.78,2708.2
Atascaderocity,CA,23138,2.73,13.29,24.41,10.87,10.08,35140,14639,1805,7.84,3.49,4.02,67.09,0,0,11,45.17,13,53.38,57,234.06,269,1104.59,332.61,3646.37
VadnaisHeightscity,MN,11041,2.81,11.63,25.48,9.79,4.04,43929,16652,297,2.7,1.61,4.34,79.76,0,0,,,2,14.95,3,22.42,35,261.6,,1345.39
MountClemenscity,MI,18405,2.53,13.25,29.29,14.4,12.97,25716,13377,2027,11.85,8.57,8.95,52.37,1,5.26,,,62,326.35,163,857.99,212,1115.91,,5232.13
Burlesoncity,TX,16113,2.9,15.25,27.63,12.77,7.17,33628,12339,1047,6.62,5.75,6.25,65.69,1,5.41,3,16.24,6,32.48,21,113.67,135,730.72,167.79,3112.31
Hoovercity,AL,39788,2.48,12.01,26,11.67,9.08,44747,21961,1203,3.04,0.93,2.42,70.72,2,4.73,7,16.55,42,99.29,37,87.47,299,706.82,208.03,
Lawrencetownship,NJ,25787,2.83,17.33,30.45,18.96,11.66,51035,23605,871,3.72,5.16,3.01,66.75,1,3.77,5,18.87,23,86.78,41,154.7,203,765.95,264.12,7399.16
Readingtown,MA,22539,2.84,12.77,24.31,11.93,11.36,52783,21074,470,2.1,2.46,5.21,68.8,0,0,3,12.84,3,12.84,19,81.31,107,457.89,106.98,1377.95
Brigantinecity,NJ,11354,2.35,10.38,28.69,13.11,12.87,35989,18629,790,6.99,4.71,4.35,68.87,0,0,2,16.59,4,33.17,36,298.56,162,1343.51,348.32,5382.32
Dracuttown,MA,25594,2.85,13.58,28.78,13.14,9.6,45165,16508,830,3.26,8.64,8.24,68.48,0,0,7,26.38,15,56.53,54,203.5,250,942.12,286.4,3764.7
Brenhamcity,TX,11952,2.76,19.04,29.61,17.47,15.7,21946,10329,1803,17.24,20.26,4.7,54.42,0,0,8,62.56,10,78.2,77,602.17,146,1141.78,742.94,5802.77
Woonsocketcity,RI,43877,2.5,13.15,27.93,13.54,14.29,25363,11997,5995,13.92,19.97,9.35,57.82,1,2.47,11,27.18,27,66.72,104,257.01,238,588.16,353.39,2444.09
Pinolecity,CA,17460,2.79,12.37,23.2,10.85,9.45,45820,18000,643,3.69,3.79,4.48,68.21,0,0,2,10.78,62,334.29,85,458.3,225,1213.13,803.36,5154.47
HighlandParkborough,NJ,13279,2.3,9.13,26.85,11.48,12.06,39603,20977,773,5.83,5.94,5.21,70.81,0,0,0,0,5,38.58,6,46.3,70,540.12,84.88,2253.09
Cleburnecity,TX,22205,2.72,14.51,25.33,12.13,14.36,26037,12064,3244,14.9,12.65,8.64,55.53,3,12.68,1,4.23,9,38.05,69,291.75,208,879.49,346.72,6054.97
Memphiscity,TN,610337,2.66,14.78,28.77,14.25,11.02,22674,11682,136123,22.96,10.89,8.71,57.95,198,31.99,725,117.13,5366,866.91,3824,617.79,15314,2474.07,1633.81,8501.39
Middletowntown,RI,19460,2.95,13.83,30.61,15.41,9.92,35228,15346,883,5.04,5.67,4.74,69.67,0,0,5,25.22,5,25.22,146,736.44,43,216.9,786.89,2133.67
Durantcity,OK,12823,2.46,18.68,32,19.84,16.3,14316,9334,3500,29.11,14.32,10.5,49.17,2,15.02,3,22.53,4,30.04,39,292.9,173,1299.29,360.5,6023.28
Stillwatercity,OK,36676,2.59,29.79,51.91,38.55,7.04,18501,10747,8203,26.41,4.35,6.22,56.42,2,5.3,16,42.39,15,39.74,68,180.16,294,778.93,267.59,3799.28
HermosaBeachcity,CA,18219,1.99,6.14,35.23,11.95,5.34,54497,33510,1010,5.55,0.7,1.87,83.81,1,5.28,3,15.83,33,174.11,65,342.95,281,1482.61,538.17,5550.57
Reidsvillecity,NC,12183,2.41,13.16,24.77,11.85,18.12,21581,11668,2212,18.5,18.32,6.23,53.76,2,15.86,4,31.73,27,214.17,30,237.96,226,1792.65,499.72,8043.15
Grandvillecity,MI,15624,2.77,13.79,27.83,13.3,9.2,36906,15018,568,3.67,5.87,3.4,70.42,2,11.73,,,7,41.07,10,58.67,90,528.05,,3496.83
CoosBaycity,OR,15076,2.41,12.56,23.26,10.77,16.14,21579,11240,2582,17.44,7.53,9.82,52.58,0,0,6,34.04,15,85.11,14,79.43,253,1435.46,198.58,6683.69
Peoriacity,AZ,50618,2.77,11.08,23.2,8.71,13.02,34205,14059,3914,7.87,5.6,4.62,59.93,4,5.51,16,22.04,31,42.7,247,340.22,691,951.79,410.47,3629.48
LaPortecity,IN,21507,2.48,13.09,26.08,12.54,15.05,25021,12301,2127,10.19,9.68,5.06,60.67,1,4.33,5,21.63,12,51.91,277,1198.3,143,618.62,1276.17,4771.59
Strongsvillecity,OH,35308,2.87,14.25,23.88,11.21,7.39,50916,20217,810,2.3,2.44,3.59,70.84,0,0,2,5.29,16,42.32,4,10.58,181,478.8,58.2,2084.49
Ipswichtown,MA,11873,2.54,10.7,21.6,9.62,13.15,42386,20175,623,5.29,4.48,6.32,66.04,0,0,0,0,0,0,18,143.18,30,238.63,143.18,1988.55
Lansingcity,MI,122700,2.51,13.59,30.4,14.65,8.84,26339,12205,23773,19.56,6.92,8.43,62.69,14,11.64,,,302,251.13,1066,886.44,1372,1140.9,,6197.61
Randolphtown,MA,30093,2.76,11.89,25.49,12.14,13.23,43244,17163,1451,4.88,4.51,6.41,65.87,0,0,4,12.9,16,51.62,44,141.95,238,767.82,206.47,3229.34
PortArthurcity,TX,58724,2.63,13.98,24.99,11.71,15.39,18548,9706,16344,28.12,16.7,12.78,47.42,8,13.36,18,30.05,246,410.67,713,1190.28,1404,2343.83,1644.35,7692.56
Tuskegeecity,AL,12257,3,28.82,41.83,30.37,12.99,15531,7554,3763,36.18,13.67,16.51,42.6,2,16.34,9,73.53,18,147.06,128,1045.75,492,4019.61,1282.68,8545.75
Roswellcity,GA,47923,2.63,13.41,26.22,12.12,6.21,52205,24080,1584,3.32,2.64,2.64,74.91,4,7.14,5,8.92,41,73.16,59,105.27,389,694.1,194.49,3855.9
Conneautcity,OH,13241,2.6,14.42,25.16,12.14,15.78,21144,10276,2507,19.15,6.65,10.91,50.27,1,7.54,4,30.14,2,15.07,6,45.21,72,542.58,97.97,2449.13
Naplescity,FL,19505,1.99,5.94,11.44,5.61,38.78,43148,41358,1194,6.19,3.29,2.99,40.52,0,0,7,32.41,38,175.95,72,333.38,308,1426.12,541.74,5922.12
WiltonManorscity,FL,11804,2.17,8.19,20.86,8.73,15.24,26710,16502,1444,12.63,5.57,4.21,67.13,2,16.61,4,33.21,46,381.93,49,406.84,251,2084.03,838.59,9407.17
Homesteadcity,FL,26866,2.88,14.33,30.07,14.93,9.71,20594,9757,7843,29.91,22.93,7.11,59.99,3,12.86,30,128.6,254,1088.77,498,2134.68,1084,4646.58,3364.91,14008.32
Ridgecrestcity,CA,27725,2.68,13.76,28.5,12.42,6.36,39087,16258,1966,7.18,3.58,4.84,71.8,3,10.15,7,23.69,16,54.15,181,612.62,280,947.71,700.63,3604.67
Westminstercity,CO,74625,2.68,13.46,28.67,12.36,4.43,36716,15456,4897,6.62,3,4.19,77.03,2,2.26,16,18.11,48,54.33,217,245.6,703,795.66,320.3,4810.2
Pharrcity,TX,32921,3.8,21.22,32.69,16.61,10.84,15605,5561,14609,44.47,44.56,16.97,42.14,2,5.37,14,37.57,68,182.48,244,654.79,669,1795.3,880.21,9164.34
McAlestercity,OK,16370,2.53,11.75,23.49,10.69,17.57,19906,10560,2995,19.95,13.4,9.04,45.81,0,0,6,33.84,6,33.84,64,361.01,172,970.22,428.7,4078.29
Fairmontcity,MN,11265,2.39,11.61,20.79,8.76,17.63,24091,12032,1204,11,12.48,4.67,59.85,0,0,,,1,8.93,13,116.09,121,1080.55,,5759.96
Riverviewcity,MI,13894,2.74,13.8,25.09,12.84,11.83,39735,17860,892,6.68,9.71,5.73,61.91,1,7.37,,,0,0,1,7.37,37,272.86,,2064.9
SantaMariacity,CA,61284,3.08,14.37,29.45,14.29,10.97,29492,12118,10172,16.82,18.87,7.78,60.36,1,1.51,39,58.86,177,267.12,296,446.7,910,1373.32,774.19,6688.5
Independencecity,MO,112301,2.48,12.45,25.52,11.82,13,28242,13208,10557,9.52,6.88,5.46,63.81,4,3.55,51,45.28,137,121.62,463,411.04,1372,1218.02,581.49,5835.3
Morgantoncity,NC,15085,2.49,11.74,23.82,11.61,16.43,25007,12845,1437,10.6,18.01,4.05,56.38,0,0,4,22.63,22,124.46,63,356.4,246,1391.64,503.48,6579.17
Sylvaniatownship,OH,39983,2.77,13.98,22.49,10.62,10.12,47335,22632,1448,3.66,3.26,4.07,66.59,1,4.29,3,12.87,14,60.07,8,34.33,141,605.02,111.56,4376.74
GroverCitycity,CA,11656,2.59,12.72,27.75,13.06,11.21,28266,12820,1465,12.68,8.02,5.63,62.73,0,0,9,73.81,5,41,42,344.43,119,975.89,459.24,3345.91
Lewistoncity,ID,28082,2.44,13.81,24.98,12.28,14.48,25711,12828,3131,11.33,6.74,6.42,60.07,4,12.95,12,38.84,4,12.95,52,168.32,183,592.37,233.06,4017.09
Delrantownship,NJ,13178,3.02,15.91,27.35,13.94,8.87,46573,17182,247,1.88,4.68,4.38,69.24,1,7.41,5,37.07,13,96.38,32,237.25,61,452.25,378.11,3024.91
JeffersonCitycity,MO,35481,2.51,12.74,26.59,13.01,13.63,27597,15701,3132,9.67,10.26,4.81,59.78,0,0,4,10.74,26,69.79,51,136.91,231,620.1,217.44,4225.28
Jacksoncity,MI,37446,2.54,14.23,28.42,13.7,12.51,20830,10410,9058,24.71,9.08,11.02,53.44,5,12.67,,,74,187.57,1245,3155.81,359,909.99,,5842.69
